1   1   2   0   0.02    0.06    0.03    130 130 130
2   1   3   0   0.05    0.19    0.02    130 130 130
3   2   4   0   0.06    0.17    0.02    65  65  65
4   3   4   0   0.01    0.04    0   130 130 130
5   2   5   0   0.05    0.2 0.02    130 130 130
6   2   6   0   0.06    0.18    0.02    65  65  65
7   4   6   0   0.01    0.04    0   90  90  90
8   5   7   0   0.05    0.12    0.01    70  70  70
9   6   7   0   0.03    0.08    0.01    130 130 130
10  6   8   0   0.01    0.04    0   32  32  32
11  6   9   0   0   0.21    0   65  65  65
12  6   10  0   0   0.56    0   32  32  32
13  9   11  0   0   0.21    0   65  65  65
14  9   10  0   0   0.11    0   65  65  65
15  4   12  0   0   0.26    0   65  65  65
16  12  13  0   0   0.14    0   65  65  65
17  12  14  0   0.12    0.26    0   32  32  32
18  12  15  0   0.07    0.13    0   32  32  32
19  12  16  0   0.09    0.2 0   32  32  32
20  14  15  0   0.22    0.2 0   16  16  16
21  16  17  0   0.08    0.19    0   16  16  16
22  15  18  0   0.11    0.22    0   16  16  16
23  18  19  0   0.06    0.13    0   16  16  16
24  19  20  0   0.03    0.07    0   32  32  32
25  10  20  0   0.09    0.21    0   32  32  32
26  10  17  0   0.03    0.08    0   32  32  32
27  10  21  0   0.03    0.07    0   32  32  32
28  10  22  0   0.07    0.15    0   32  32  32
29  21  22  0   0.01    0.02    0   32  32  32
30  15  23  0   0.1 0.2 0   16  16  16
31  22  24  0   0.12    0.18    0   16  16  16
32  23  24  0   0.13    0.27    0   16  16  16
33  24  25  0   0.19    0.33    0   16  16  16
34  25  26  0   0.25    0.38    0   16  16  16
35  25  27  0   0.11    0.21    0   16  16  16
36  28  27  0   0   0.4 0   65  65  65
37  27  29  0   0.22    0.42    0   16  16  16
38  27  30  0   0.32    0.6 0   16  16  16
39  29  30  0   0.24    0.45    0   16  16  16
40  8   28  0   0.06    0.2 0.02    32  32  32
41  6   28  0   0.02    0.06    0.01    32  32  32
