1	2	108
2	2	97
3	0	180
4	0	74
5	0	71
6	0	136
7	2	125
8	0	171
9	0	175
10	0	195
11	0	0
12	0	0
13	3	745
14	2	80.43902439
15	2	131.4390244
16	2	100
17	0	0
18	2	333
19	0	75.04878049
20	0	53.07317073
21	2	0
22	2	0
23	2	0
24	0	0
25	2	108
26	2	97
27	0	180
28	0	74
29	0	71
30	0	136
31	2	125
32	0	171
33	0	175
34	0	195
35	0	0
36	0	0
37	2	745
38	2	80.43902439
39	2	131.4390244
40	2	100
41	0	0
42	2	333
43	0	75.04878049
44	0	53.07317073
45	2	0
46	2	0
47	2	0
48	0	0
49	2	108
50	2	97
51	0	180
52	0	74
53	0	71
54	0	136
55	2	125
56	0	171
57	0	175
58	0	195
59	0	0
60	0	0
61	2	745
62	2	80.43902439
63	2	131.4390244
64	2	100
65	0	0
66	2	333
67	0	75.04878049
68	0	53.07317073
69	2	0
70	2	0
71	2	0
72	0	0
73	0	0

