1	37	9001	0	0.0	0.0004599999995240964	0.0	1.0e8	0	0
2	9001	9005	0	0.0	0.0034800000294983127	0.0	1.0e8	0	0
3	9001	9006	0	0.0	0.43682045986247875	0.0	1.0e8	0	0
4	9001	9012	0	0.0	0.6489805126887376	0.0	1.0e8	0	0
5	9005	9051	0	0.0	0.37485996456025716	0.0	1.0e8	0	0
6	9005	9052	0	0.0	0.37485996456025716	0.0	1.0e8	0	0
7	9005	9053	0	0.0	0.38045987766420547	0.0	1.0e8	0	0
8	9005	9054	0	0.0	0.15199999059383157	0.0	1.0e8	0	0
9	9005	9055	0	0.0	0.8000005738723401	0.0	1.0e8	0	0
10	9006	9007	0	0.0	0.24666001285984432	0.0	1.0e8	0	0
11	9006	9003	0	0.0	0.49331932853231397	0.0	1.0e8	0	0
12	9006	9003	0	0.0	0.49331932853231397	0.0	1.0e8	0	0
13	9012	9002	0	0.0	0.4328596960867266	0.0	1.0e8	0	0
14	9012	9002	0	0.0	0.4328596960867266	0.0	1.0e8	0	0
15	9002	9021	0	0.0	0.0702599955474568	0.0	1.0e8	0	0
16	9021	9023	0	0.0	0.9527790526382522	0.0	1.0e8	0	0
17	9021	9022	0	0.0	2.815183399187589	0.0	1.0e8	0	0
18	9002	9024	0	0.0	3.2202240853047646	0.0	1.0e8	0	0
19	9023	9025	0	0.0	3.943979508721057	0.0	1.0e8	0	0
20	9023	9026	0	0.0	3.6151647789766135	0.0	1.0e8	0	0
21	9007	9071	0	0.0	2.966783817495333	0.0	1.0e8	0	0
22	9007	9072	0	0.0	2.057006944175855	0.0	1.0e8	0	0
23	9007	9003	0	0.0	0.24666001285984432	0.0	1.0e8	0	0
24	9003	9031	0	0.0	4.672402559282352	0.0	1.0e8	0	0
25	9003	9032	0	0.0	4.884635895984802	0.0	1.0e8	0	0
26	9003	9033	0	0.0	4.805554260839587	0.0	1.0e8	0	0
27	9003	9044	0	0.0	0.06351999053728247	0.0	1.0e8	0	0
28	9044	9004	0	0.0	0.02894000173100409	0.0	1.0e8	0	0
29	9004	9041	0	0.0	2.4559963582043363	0.0	1.0e8	0	0
30	9004	9042	0	0.0	5.453642633485391	0.0	1.0e8	0	0
31	9004	9043	0	0.0	1.6993946155363808	0.0	1.0e8	0	0
32	9003	9034	0	0.0	1.3911994356496986	0.0	1.0e8	0	0
33	9003	9035	0	0.0	3.457192876939881	0.0	1.0e8	0	0
34	9003	9036	0	0.0	1.6728929857129586	0.0	1.0e8	0	0
35	9003	9037	0	0.0	2.57119807306177	0.0	1.0e8	0	0
36	9003	9038	0	0.0	2.966783817495333	0.0	1.0e8	0	0
37	9012	9121	0	0.0	0.9903588746619963	0.0	1.0e8	0	0
38	9053	9533	0	0.0	0.7499986042749719	0.0	1.0e8	0	0
39	1	5	0	0.0	0.0059999999724785315	0.0	1.0e8	0	0
40	2	6	0	0.0	0.009000000113416402	0.0	1.0e8	0	0
41	2	8	0	0.0	0.027000001732536767	0.0	1.0e8	0	0
42	3	7	0	0.0	0.0029999999862392658	0.0	1.0e8	0	0
43	3	19	0	0.0	0.06899999138134574	0.0	1.0e8	0	0
44	3	150	0	0.0	0.007000000007998667	0.0	1.0e8	0	0
45	4	16	0	0.0	0.019000000892606558	0.0	1.0e8	0	0
46	5	9	0	0.0	0.0289999987038753	0.0	1.0e8	0	0
47	7	12	0	0.0	0.009000000113416402	0.0	1.0e8	0	0
48	7	131	0	0.0	0.007000000007998667	0.0	1.0e8	0	0
49	8	11	0	0.0	0.05950000961346708	0.0	1.0e8	0	0
50	8	14	0	0.0	0.041999998363496154	0.0	1.0e8	0	0
51	9	11	0	0.0	0.027000001732536767	0.0	1.0e8	0	0
52	11	13	0	0.0	0.03400000218171296	0.0	1.0e8	0	0
53	12	21	0	0.0	0.01500000044685836	0.0	1.0e8	0	0
54	13	20	0	0.0	0.03400000218171296	0.0	1.0e8	0	0
55	14	15	0	0.0	0.041999998363496154	0.0	1.0e8	0	0
56	15	37	0	0.0	0.24799992781570035	0.0	1.0e8	0	0
57	15	89	0	0.0	0.24799992781570035	0.0	1.0e8	0	0
58	15	90	0	0.0	0.36299996713740224	0.0	1.0e8	0	0
59	16	42	0	0.0	0.021999999394885103	0.0	1.0e8	0	0
60	19	21	0	0.0	0.017999999298641205	0.0	1.0e8	0	0
61	19	87	0	0.0	0.07999998404859825	0.0	1.0e8	0	0
62	20	22	0	0.0	0.032999997012491115	0.0	1.0e8	0	0
63	20	27	0	0.0	0.18600001193525323	0.0	1.0e8	0	0
64	21	24	0	0.0	0.03400000218171296	0.0	1.0e8	0	0
65	22	23	0	0.0	0.11099997850341299	0.0	1.0e8	0	0
66	23	25	0	0.0	0.039000001832192405	0.0	1.0e8	0	0
67	24	319	0	0.0	0.0679999911166426	0.0	1.0e8	0	0
68	25	26	0	0.0	0.0710000061831304	0.0	1.0e8	0	0
69	26	27	0	0.0	0.12000000357486688	0.0	1.0e8	0	0
70	26	320	0	0.0	0.12999999642432106	0.0	1.0e8	0	0
71	33	34	0	0.0	0.06299999754524421	0.0	1.0e8	0	0
72	33	38	0	0.0	0.012000000357486688	0.0	1.0e8	0	0
73	33	40	0	0.0	0.0289999987038753	0.0	1.0e8	0	0
74	33	41	0	0.0	0.043000002512853325	0.0	1.0e8	0	0
75	34	42	0	0.0	0.007999999871631466	0.0	1.0e8	0	0
76	35	72	0	0.0	0.06000000178743344	0.0	1.0e8	0	0
77	35	76	0	0.0	0.013999999454498714	0.0	1.0e8	0	0
78	35	77	0	0.0	0.0289999987038753	0.0	1.0e8	0	0
79	36	88	0	0.0	0.027000001732536767	0.0	1.0e8	0	0
80	37	38	0	0.0	0.04700000624737993	0.0	1.0e8	0	0
81	37	40	0	0.0	0.06399999897305172	0.0	1.0e8	0	0
82	37	41	0	0.0	0.03599999859728241	0.0	1.0e8	0	0
83	37	49	0	0.0	0.0810000177282008	0.0	1.0e8	0	0
84	37	89	0	0.0	0.2539998154656458	0.0	1.0e8	0	0
85	37	90	0	0.0	0.12700000014511867	0.0	1.0e8	0	0
86	38	41	0	0.0	0.037000000678261834	0.0	1.0e8	0	0
