1   1   2   0   0.0303  0.0999  0.0254  175 193 200
2   1   3   0   0.0129  0.0424  0.01082 175 208 220
3   4   5   0   0.00176 0.00798 0.0021  175 208 220
4   3   5   0   0.0241  0.108   0.0284  175 208 220
5   5   6   0   0.0119  0.054   0.01426 175 208 220
6   6   7   0   0.00459 0.0208  0.0055  175 208 220
7   8   9   0   0.00244 0.0305  1.162   400 510 600
8   8   5   0   0   0.0267  0   175 208 220
9   9   10  0   0.00258 0.0322  1.23    175 208 220
10  4   11  0   0.0209  0.0688  0.01748 175 193 200
11  5   11  0   0.0203  0.0682  0.01738 175 208 220
12  11  12  0   0.00595 0.0196  0.00502 175 208 220
13  2   12  0   0.0187  0.0616  0.01572 175 208 220
14  3   12  0   0.0484  0.16    0.0406  175 208 220
15  7   12  0   0.00862 0.034   0.00874 400 510 600
16  11  13  0   0.02225 0.0731  0.01876 400 510 600
17  12  14  0   0.0215  0.0707  0.01816 400 510 600
18  13  15  0   0.0744  0.2444  0.06268 400 510 600
19  14  15  0   0.0595  0.195   0.0502  500 600 625
20  12  16  0   0.0212  0.0834  0.0214  500 600 625
21  15  17  0   0.0132  0.0437  0.0444  500 600 625
22  16  17  0   0.0454  0.1801  0.0466  500 600 625
23  17  18  0   0.0123  0.0505  0.01298 500 600 625
24  18  19  0   0.01119 0.0493  0.01142 350 600 625
25  19  20  0   0.0252  0.117   0.0298  500 600 625
26  15  19  0   0.012   0.0394  0.0101  500 600 625
27  20  21  0   0.0183  0.0849  0.0216  500 600 625
28  21  22  0   0.0209  0.097   0.0246  500 600 625
29  22  23  0   0.0342  0.159   0.0404  500 600 625
30  23  24  0   0.0135  0.0492  0.0498  500 600 625
31  23  25  0   0.0156  0.08    0.0864  500 600 625
32  26  25  0   0   0.0382  0   500 600 625
33  25  27  0   0.0318  0.163   0.1764  500 600 625
34  27  28  0   0.01913 0.0855  0.0216  500 600 625
35  28  29  0   0.0237  0.0943  0.0238  500 600 625
36  30  17  0   0   0.0388  0   500 600 625
37  8   30  0   0.00431 0.0504  0.514   500 600 625
38  26  30  0   0.00799 0.086   0.908   500 600 625
39  17  31  0   0.0474  0.1563  0.0399  500 600 625
40  29  31  0   0.0108  0.0331  0.0083  500 600 625
41  23  32  0   0.0317  0.1153  0.1173  175 193 200
42  31  32  0   0.0298  0.0985  0.0251  175 208 220
43  27  32  0   0.0229  0.0755  0.01926 175 208 220
44  15  33  0   0.038   0.1244  0.03194 175 208 220
45  19  34  0   0.0752  0.247   0.0632  175 208 220
46  35  36  0   0.00224 0.0102  0.00268 175 208 220
47  35  37  0   0.011   0.0497  0.01318 400 510 600
48  33  37  0   0.0415  0.142   0.0366  175 208 220
49  34  36  0   0.00871 0.0268  0.00568 175 208 220
50  34  37  0   0.00256 0.0094  0.00984 175 193 200
51  38  37  0   0   0.0375  0   175 208 220
52  37  39  0   0.0321  0.106   0.027   175 208 220
53  37  40  0   0.0593  0.168   0.042   175 208 220
54  30  38  0   0.00464 0.054   0.422   400 510 600
55  39  40  0   0.0184  0.0605  0.01552 400 510 600
56  40  41  0   0.0145  0.0487  0.01222 400 510 600
57  40  42  0   0.0555  0.183   0.0466  400 510 600
58  41  42  0   0.041   0.135   0.0344  500 600 625
59  43  44  0   0.0608  0.2454  0.06068 500 600 625
60  34  43  0   0.0413  0.1681  0.04226 500 600 625
61  44  45  0   0.0224  0.0901  0.0224  500 600 625
62  45  46  0   0.04    0.1356  0.0332  350 600 625
63  46  47  0   0.038   0.127   0.0316  500 600 625
64  46  48  0   0.0601  0.189   0.0472  500 600 625
65  47  49  0   0.0191  0.0625  0.01604 500 600 625
66  42  49  0   0.0715  0.323   0.086   500 600 625
67  42  49  0   0.0715  0.323   0.086   500 600 625
68  45  49  0   0.0684  0.186   0.0444  500 600 625
69  48  49  0   0.0179  0.0505  0.01258 500 600 625
70  49  50  0   0.0267  0.0752  0.01874 500 600 625
71  49  51  0   0.0486  0.137   0.0342  500 600 625
72  51  52  0   0.0203  0.0588  0.01396 500 600 625
73  52  53  0   0.0405  0.1635  0.04058 500 600 625
74  53  54  0   0.0263  0.122   0.031   500 600 625
75  49  54  0   0.073   0.289   0.0738  500 600 625
76  49  54  0   0.0869  0.291   0.073   500 600 625
77  54  55  0   0.0169  0.0707  0.0202  500 600 625
78  54  56  0   0.00275 0.00955 0.00732 175 193 200
79  55  56  0   0.00488 0.0151  0.00374 175 208 220
80  56  57  0   0.0343  0.0966  0.0242  175 208 220
81  50  57  0   0.0474  0.134   0.0332  175 208 220
82  56  58  0   0.0343  0.0966  0.0242  175 208 220
83  51  58  0   0.0255  0.0719  0.01788 175 208 220
84  54  59  0   0.0503  0.2293  0.0598  400 510 600
85  56  59  0   0.0825  0.251   0.0569  175 208 220
86  56  59  0   0.0803  0.239   0.0536  175 208 220
87  55  59  0   0.04739 0.2158  0.05646 175 193 200
88  59  60  0   0.0317  0.145   0.0376  175 208 220
89  59  61  0   0.0328  0.15    0.0388  175 208 220
90  60  61  0   0.00264 0.0135  0.01456 175 208 220
91  60  62  0   0.0123  0.0561  0.01468 400 510 600
92  61  62  0   0.00824 0.0376  0.0098  400 510 600
93  63  59  0   0   0.0386  0   400 510 600
94  63  64  0   0.00172 0.02    0.216   400 510 600
95  64  61  0   0   0.0268  0   500 600 625
96  38  65  0   0.00901 0.0986  1.046   500 600 625
97  64  65  0   0.00269 0.0302  0.38    500 600 625
98  49  66  0   0.018   0.0919  0.0248  500 600 625
99  49  66  0   0.018   0.0919  0.0248  350 600 625
100 62  66  0   0.0482  0.218   0.0578  500 600 625
101 62  67  0   0.0258  0.117   0.031   500 600 625
102 65  66  0   0   0.037   0   500 600 625
103 66  67  0   0.0224  0.1015  0.02682 500 600 625
104 65  68  0   0.00138 0.016   0.638   500 600 625
105 47  69  0   0.0844  0.2778  0.07092 500 600 625
106 49  69  0   0.0985  0.324   0.0828  500 600 625
107 68  69  0   0   0.037   0   500 600 625
108 69  70  0   0.03    0.127   0.122   500 600 625
109 24  70  0   0.00221 0.4115  0.10198 500 600 625
110 70  71  0   0.00882 0.0355  0.00878 500 600 625
111 24  72  0   0.0488  0.196   0.0488  500 600 625
112 71  72  0   0.0446  0.18    0.04444 500 600 625
113 71  73  0   0.00866 0.0454  0.01178 500 600 625
114 70  74  0   0.0401  0.1323  0.03368 500 600 625
115 70  75  0   0.0428  0.141   0.036   500 600 625
116 69  75  0   0.0405  0.122   0.124   500 600 625
117 74  75  0   0.0123  0.0406  0.01034 722 893 893
118 76  77  0   0.0444  0.148   0.0368  175 193 200
119 69  77  0   0.0309  0.101   0.1038  175 208 220
120 75  77  0   0.0601  0.1999  0.04978 175 208 220
121 77  78  0   0.00376 0.0124  0.01264 175 208 220
122 78  79  0   0.00546 0.0244  0.00648 175 208 220
123 77  80  0   0.017   0.0485  0.0472  175 208 220
124 77  80  0   0.0294  0.105   0.0228  400 510 600
125 79  80  0   0.0156  0.0704  0.0187  175 208 220
126 68  81  0   0.00175 0.0202  0.808   175 208 220
127 81  80  0   0   0.037   0   175 193 200
128 77  82  0   0.0298  0.0853  0.08174 175 208 220
129 82  83  0   0.0112  0.03665 0.03796 175 208 220
130 83  84  0   0.0625  0.132   0.0258  175 208 220
131 83  85  0   0.043   0.148   0.0348  175 208 220
132 84  85  0   0.0302  0.0641  0.01234 400 510 600
133 85  86  0   0.035   0.123   0.0276  400 510 600
134 86  87  0   0.02828 0.2074  0.0445  400 510 600
135 85  88  0   0.02    0.102   0.0276  400 510 600
136 85  89  0   0.0239  0.173   0.047   500 600 625
137 88  89  0   0.0139  0.0712  0.01934 500 600 625
138 89  90  0   0.0518  0.188   0.0528  500 600 625
139 89  90  0   0.0238  0.0997  0.106   500 600 625
140 90  91  0   0.0254  0.0836  0.0214  500 600 625
141 89  92  0   0.0099  0.0505  0.0548  350 600 625
142 89  92  0   0.0393  0.1581  0.0414  500 600 625
143 91  92  0   0.0387  0.1272  0.03268 500 600 625
144 92  93  0   0.0258  0.0848  0.0218  500 600 625
145 92  94  0   0.0481  0.158   0.0406  500 600 625
146 93  94  0   0.0223  0.0732  0.01876 500 600 625
147 94  95  0   0.0132  0.0434  0.0111  500 600 625
148 80  96  0   0.0356  0.182   0.0494  500 600 625
149 82  96  0   0.0162  0.053   0.0544  500 600 625
150 94  96  0   0.0269  0.0869  0.023   500 600 625
151 80  97  0   0.0183  0.0934  0.0254  500 600 625
152 80  98  0   0.0238  0.108   0.0286  500 600 625
153 80  99  0   0.0454  0.206   0.0546  500 600 625
154 92  100 0   0.0648  0.295   0.0472  500 600 625
155 94  100 0   0.0178  0.058   0.0604  500 600 625
156 95  96  0   0.0171  0.0547  0.01474 500 600 625
157 96  97  0   0.0173  0.0885  0.024   500 600 625
158 98  100 0   0.0397  0.179   0.0476  175 193 200
159 99  100 0   0.018   0.0813  0.0216  175 208 220
160 100 101 0   0.0277  0.1262  0.0328  175 208 220
161 92  102 0   0.0123  0.0559  0.01464 175 208 220
162 101 102 0   0.0246  0.112   0.0294  175 208 220
163 100 103 0   0.016   0.0525  0.0536  175 208 220
164 100 104 0   0.0451  0.204   0.0541  400 510 600
165 103 104 0   0.0466  0.1584  0.0407  175 208 220
166 103 105 0   0.0535  0.1625  0.0408  175 208 220
167 100 106 0   0.0605  0.229   0.062   175 193 200
168 104 105 0   0.00994 0.0378  0.00986 175 208 220
169 105 106 0   0.014   0.0547  0.01434 175 208 220
170 105 107 0   0.053   0.183   0.0472  175 208 220
171 105 108 0   0.0261  0.0703  0.01844 400 510 600
172 106 107 0   0.053   0.183   0.0472  400 510 600
173 108 109 0   0.0105  0.0288  0.0076  400 510 600
174 103 110 0   0.03906 0.1813  0.0461  400 510 600
175 109 110 0   0.0278  0.0762  0.0202  500 600 625
176 110 111 0   0.022   0.0755  0.02    500 600 625
177 110 112 0   0.0247  0.064   0.062   500 600 625
178 17  113 0   0.00913 0.0301  0.00768 500 600 625
179 32  113 0   0.0615  0.203   0.0518  350 600 625
180 32  114 0   0.0135  0.0612  0.01628 500 600 625
181 27  115 0   0.0164  0.0741  0.01972 500 600 625
182 114 115 0   0.0023  0.0104  0.00276 500 600 625
183 68  116 0   0.00034 0.00405 0.164   500 600 625
184 12  117 0   0.0329  0.14    0.0358  500 600 625
185 75  118 0   0.0145  0.0481  0.01198 500 600 625
186 76  118 0   0.0164  0.0544  0.01356 500 600 625
