# Power System Parameters
54      	# Number of units (NUNITS)
3       # Number of of generation cost segments (NSEGMENTS)
24      # Number of time interval
118				# Number of buses
186				# Number of branches
#0				# Number of phase shifter


#unit bus
1   4   6   8   10  12  15  18  19  24  25  26  27  31  32  34  36  40  42  46  49  54  55  56  59  61  62  65  66  69  70  72  73  74  76  77  80  85  87  89  90  91  92  99  100 103 104 105 107 110 111 112 113 116

#Pmax and Pmin
20  20  76  76  20  20  76  76  100 100 100 197 197 197 12  12  12  12  12  155 155 400 400 50  50  50  50  50  50  155 155 350 20  20  76  76  20  20  76  76  100 100 100 197 197 197 12  12  12  12  12  155 155 400
15.8    15.8    15.2    15.2    15.8    15.8    15.2    15.2    25  25  25  68.95   68.95   68.95   2.4 2.4 2.4 2.4 2.4 54.25   54.25   100 100 50  50  50  50  50  50  54.25   54.25   140 15.8    15.8    15.2    15.2    15.8    15.8    15.2    15.2    25  25  25  68.95   68.95   68.95   2.4 2.4 2.4 2.4 2.4 54.25   54.25   100

#PO
0   0   0   0   450 85  0   0   0   0   220 314 0   7   0   0   0   0   0   19  204 48  0   0   155 160 0   391 392 516.4   0   0   0   0   0   0   477 0   4   607 0   0   0   0   252 40  0   0   0   0   36  0   0   0

# Number of hours on (+) or off (-) before hour 1 (ISTATE)
-1	-1	8	8	-1	-1	8	8	-8	-8	-8	-10	-10	-10	-2	-2	-2	-2	-2	8	8	1	1	1	1	1	1	1	1	8	8	24	-1	-1	8	8	-1	-1	8	8	-8	-8	-8	-10	-10	-10	-2	-2	-2	-2	-2	8	-8	1

# Minimum down time (MDT)
1	1	4	4	1	1	4	4	8	8	8	10	10	10	2	2	2	2	2	8	8	1	1	1	1	1	1	1	1	8	8	48	1	1	4	4	1	1	4	4	8	8	8	10	10	10	2	2	2	2	2	8	8   1

# Minimum up time (MUT)
1	1	8	8	1	1	8	8	8	8	8	12	12	12	4	4	4	4	4	8	8	1	1	1	1	1	1	1	1	8	8	24	1	1	8	8	1	1	8	8	8	8	8	12	12	12	4	4	4	4	4	8	8	1


#RU
14	14	53.2	53.2	14	14	53.2	53.2	70	70	70	137.9	137.9	137.9	8.4	8.4	8.4	8.4	8.4	108.5	108.5	280	280	35	35	35	35	35	35	108.5	108.5	245	14	14	53.2	53.2	14	14	53.2	53.2	70	70	70	137.9	137.9	137.9	8.4	8.4	8.4	8.4	8.4	108.5	108.5	280


#RD
14	14	53.2	53.2	14	14	53.2	53.2	70	70	70	137.9	137.9	137.9	8.4	8.4	8.4	8.4	8.4	108.5	108.5	280	280	35	35	35	35	35	35	108.5	108.5	245	14	14	53.2	53.2	14	14	53.2	53.2	70	70	70	137.9	137.9	137.9	8.4	8.4	8.4	8.4	8.4	108.5	108.5	280

#MSR
0.233333333	0.233333333	0.886666667	0.886666667	0.233333333	0.233333333	0.886666667	0.886666667	1.166666667	1.166666667	1.166666667	2.298333333	2.298333333	2.298333333	0.14	0.14	0.14	0.14	0.14	1.808333333	1.808333333	4.666666667	4.666666667	0.583333333	0.583333333	0.583333333	0.583333333	0.583333333	0.583333333	1.808333333	1.808333333	4.083333333	0.233333333	0.233333333	0.886666667	0.886666667	0.233333333	0.233333333	0.886666667	0.886666667	1.166666667	1.166666667	1.166666667	2.298333333	2.298333333	2.298333333	0.14	0.14	0.14	0.14	0.14	1.808333333	1.808333333	4.666666667


#QSC
0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0

#UBO
1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1   1

#NLC
900.5190882	900.5190882	178.6545376	178.6545376	900.5190882	900.5190882	178.6545376	178.6545376	815.77565	815.77565	815.77565	2321.948616	2321.948616	2321.948616	98.5490064	98.5490064	98.5490064	98.5490064	98.5490064	551.9511638	551.9511638	530.88	530.88	0	0	0	0	0	0	551.9511638	551.9511638	1448.00068	900.5190882	900.5190882	178.6545376	178.6545376	900.5190882	900.5190882	178.6545376	178.6545376	815.77565	815.77565	815.77565	2321.948616	2321.948616	2321.948616	98.5490064	98.5490064	98.5490064	98.5490064	98.5490064	551.9511638	551.9511638	530.88

# Start up cold costs (SUCC)
28.905  28.905  733.676 733.676 28.905  28.905  733.676 733.676 2283.244    2283.244    2283.244    3126.35 3126.35 3126.35 274.312 274.312 274.312 274.31  2   274.312 1173.143    1173.143    0   0   0   0   0   0   0   0   1173.143    1173.143    5500.108    28.905  28.905  733.676 733.676 28.905  28.905  733 676 733.676 2283.244    2283.244    2283.244    3126.35 3126.35 3126.35 274.312 274.312 274.312 274.312 274.312 1173.143

# Start up hot costs (SUHC)
28.905  28.905  733.676 733.676 28.905  28.905  733.676 733.676 1008.5  1008.5  1008.5  1746.722    1746.722    1746.722    153.292 153.292 153.292 153.29  2   153.292 320.06  320.06  0   0   0   0   0   0   0   0   320.06  320.06  2357.365    28.905  28.905  733.676 733.676 28.905  28.905  733.676 733.676 1008    0.5 1008.5  1008.5  1746.722    1746.722    1746.722    153.292 153.292 153.292 153.292 153.292 320.06

# Shut-down cost (SDC)
0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0

# Number of hours of a cold start (TCOLD)
0   0   12  12  0   0   12  12  7   7   7   7   7   7   4   4   4   4   4   11  11  0   0   0   0   0   0   0   0   11  11  12  0   0   12  12  0   0   12  12  7   7   7   7   7   7   4   4   4   4   4   11  11  0

58.613559	82.506432	83.402487
58.613559	82.506432	83.402487
12.268146	14.250056	16.385841
12.268146	14.250056	16.385841
58.613559	82.506432	83.402487
58.613559	82.506432	83.402487
12.268146	14.250056	16.385841
12.268146	14.250056	16.385841
35.128072	38.00028	39.843818
35.128072	38.00028	39.843818
35.128072	38.00028	39.843818
35.632322	37.21365	38.80708
35.632322	37.21365	38.80708
35.632322	37.21365	38.80708
41.67122	47.068712	53.325446
41.67122	47.068712	53.325446
41.67122	47.068712	53.325446
41.67122	47.068712	53.325446
41.67122	47.068712	53.325446
10.513971	10.9559	11.548011
10.513971	10.9559	11.548011
5.379	5.526	5.6628
5.379	5.526	5.6628
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
10.513971	10.9559	11.548011
10.513971	10.9559	11.548011
10.950976	11.379364	12.024408
58.613559	82.506432	83.402487
58.613559	82.506432	83.402487
12.268146	14.250056	16.385841
12.268146	14.250056	16.385841
58.613559	82.506432	83.402487
58.613559	82.506432	83.402487
12.268146	14.250056	16.385841
12.268146	14.250056	16.385841
35.128072	38.00028	39.843818
35.128072	38.00028	39.843818
35.128072	38.00028	39.843818
35.632322	37.21365	38.80708
35.632322	37.21365	38.80708
35.632322	37.21365	38.80708
41.67122	47.068712	53.325446
41.67122	47.068712	53.325446
41.67122	47.068712	53.325446
41.67122	47.068712	53.325446
41.67122	47.068712	53.325446
10.513971	10.9559	11.548011
10.513971	10.9559	11.548011
5.379	5.526	5.6628


# Power ranges for each slope of the production cost function (PR)
0.2	3.8	0.2
0.2	3.8	0.2
22.8	22.8	15.2
22.8	22.8	15.2
0.2	3.8	0.2
0.2	3.8	0.2
22.8	22.8	15.2
22.8	22.8	15.2
25	30	20
25	30	20
25	30	20
49.25	39.4	39.4
49.25	39.4	39.4
49.25	39.4	39.4
3.6	3.6	2.4
3.6	3.6	2.4
3.6	3.6	2.4
3.6	3.6	2.4
3.6	3.6	2.4
38.75	31	31
38.75	31	31
100	120	80
100	120	80
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
38.75	31	31
38.75	31	31
87.5	52.5	70
0.2	3.8	0.2
0.2	3.8	0.2
22.8	22.8	15.2
22.8	22.8	15.2
0.2	3.8	0.2
0.2	3.8	0.2
22.8	22.8	15.2
22.8	22.8	15.2
25	30	20
25	30	20
25	30	20
49.25	39.4	39.4
49.25	39.4	39.4
49.25	39.4	39.4
3.6	3.6	2.4
3.6	3.6	2.4
3.6	3.6	2.4
3.6	3.6	2.4
3.6	3.6	2.4
38.75	31	31
38.75	31	31
100	120	80
