1	1	24.99073
2	1	9.80029
3	1	19.11056
4	1	19.11056
5	1	0.0
6	1	25.48074
7	1	9.31027
8	1	13.7204
9	1	0.0
10	1	0.0
11	1	34.301
12	1	23.03067
13	1	16.66049
14	1	6.8602
15	1	44.10129
16	1	12.25036
17	1	5.39016
18	1	29.40086
19	1	22.05064
20	1	8.82026
21	1	6.8602
22	1	4.90014
23	1	3.4301
24	1	6.37019
25	1	0.0
26	1	0.0
27	1	34.79102
28	1	8.33024
29	1	11.76034
30	1	0.0
31	1	21.07062
32	1	28.91084
33	1	11.27033
34	1	28.91084
35	1	16.17047
36	1	15.19044
37	1	0.0
38	1	0.0
39	1	13.23039
40	1	32.34094
41	1	18.13053
42	1	47.04137
43	1	8.82026
44	1	7.84023
45	1	25.97076
46	1	13.7204
47	1	16.66049
48	1	9.80029
49	1	42.63124
50	1	8.33024
51	1	8.33024
52	1	8.82026
53	1	11.27033
54	1	55.37162
55	1	30.8709
56	1	41.1612
57	1	5.88017
58	1	5.88017
59	1	135.73396
60	1	38.22112
61	1	0.0
62	1	37.7311
63	1	0.0
64	1	0.0
65	1	0.0
66	1	19.11056
67	1	13.7204
68	1	0.0
69	3	0.0
70	1	32.34094
71	1	0.0
72	1	5.88017
73	1	2.94009
74	1	33.32097
75	1	23.03067
76	1	33.32097
77	1	29.89087
78	1	34.79102
79	1	19.11056
80	1	63.70186
81	1	0.0
82	1	26.46077
83	1	9.80029
84	1	5.39016
85	1	11.76034
86	1	10.2903
87	1	0.0
88	1	23.52069
89	1	0.0
90	1	79.87233
91	1	4.90014
92	1	31.85093
93	1	5.88017
94	1	14.70043
95	1	20.5806
96	1	18.62054
97	1	7.35021
98	1	16.66049
99	1	20.5806
100	1	18.13053
101	1	10.78031
102	1	2.45007
103	1	11.27033
104	1	18.62054
105	1	15.19044
106	1	21.07062
107	1	24.50072
108	1	0.98003
109	1	3.92011
110	1	19.11056
111	1	0.0
112	1	33.32097
113	1	2.94009
114	1	3.92011
115	1	10.78031
116	1	90.16263
117	1	9.80029
118	1	16.17047
